spu,sku,pid,pname,price
11585747346,27592366239,27592366238,"['纽曼（Newman） F518 电信版 翻盖双屏 老人', ' 金色']",['178.00']
11895589231,31594948632,31594948632,"['8848 钛金', 'V1版 智能商务加密', '双卡双待 全网通4G 6G运行2100万像 藏蓝色牛皮']",['9999.00']
10702533663,16195544535,16195544533,"['小米（MI） 小米Play 流光渐变AI双摄 双卡双待 小水滴全面屏拍照游戏智能', ' 蓝色 全网通4G+64G']",['1099.00']
10234968862,47364309719,11430032741,"['华为（HUAWEI） 麦芒5(MLA-AL10) 移动联通电信全网通4G 智能老人', ' 双卡双待 摩卡金 (4G RAM + 64G ROM)']",['1299.00']
11941219170,32208486799,32208486796,"['华为（HUAWEI） 畅享8 ', ' 黑色 全网通  4GB+64GB']",['948.00']
11995776670,32957526679,32957526671,['Apple 苹果 iPhone XS Max 银色 512GB'],['10369.00']
11480786984,27828706237,26401983646,"['华为（HUAWEI） nova3e 全面屏', ' 全网通 幻夜黑（4G+64G）']",['1298.00']
12163870831,35764883303,35433326962,"['努比亚（nubia） 努比亚X 双面屏', ' 深空灰 全网通 8GB+128GB']",['2299.00']
12567069805,40513065955,40513065954,"['小米8SE 全网通4G 双卡双待 全面屏游戏智能', ' 灰色 6G+128G']",['1749.00']
11849383677,31005219428,31005219428,"['诺基亚（NOKIA）8110 移动联通4G 直板按键 滑盖备用老人老年功能香蕉', ' 双卡双待 黑色 移动联通双4G']",['499.00']
12918467026,45271541740,45271541740,"['酷派 5370全网通4G智能', ' 双卡双待 金色 2+16G全网通']",['399.00']
11227577724,23180987407,23180987407,"['捷语（gofly）6600户外三防智能', '4G全网通双卡双待老年机 老人智能', ' 三防军工', ' 活力橙【2+16G防水升级版】']",['679.00']
12116519040,34730846732,34730846729,"['【下单立减200元 12期免息】华为（HUAWEI） 华为 Mate20 X 全网通智能', ' 宝石蓝（8+256）送原装耳机+音箱+12期免息']",['5499.00']
1969208113,42619321576,42619321568,"['三星 Galaxy S10 3D超声波屏下指纹超感官全视屏 双卡双待全网通三网4G', ' 现货发售 港版S10+ 黑色双卡 8GB+128GB 标配']",['5438.00']
12070451959,34061100486,34061100485,"['华为（HUAWEI）畅享8e青春版移动联通电信全网通4G', '双卡双待 蓝色 公开全网通（2GB运存+32GB内存）']",['618.00']
10443940039,31162447204,31162447204,"['詹姆士（GEMRY） G20微信微商营销', ' 全网通4G高端商务智能', ' 前后双摄 6+128G 玫瑰金黑色牛皮']",['10999.00']
11829216094,31074587406,30732902198,"['华为（HUAWEI） P10 双卡双待 智能', ' 全网通4G 支持NFC刷卡闪付 P10曜石黑 公开全网通4G(4GB+128GB)']",['1828.00']
10182032750,11055653426,11055653425,"['海尔（Haier） M358 三防', ' 老人机 超长待机 【送电池】 云杉绿']",['198.00']
10443940039,31162447204,31162447204,"['詹姆士（GEMRY） G20微信微商营销', ' 全网通4G高端商务智能', ' 前后双摄 6+128G 玫瑰金黑色牛皮']",['10999.00']
11829216094,31074587406,30732902198,"['华为（HUAWEI） P10 双卡双待 智能', ' 全网通4G 支持NFC刷卡闪付 P10曜石黑 公开全网通4G(4GB+128GB)']",['1828.00']
10182032750,11055653426,11055653425,"['海尔（Haier） M358 三防', ' 老人机 超长待机 【送电池】 云杉绿']",['198.00']
11964241106,32907412902,32526257126,"['华为（HUAWEI） 麦芒7 ', ' 华为麦芒7 铂光金 全网通（6G+64G）']",['1480.00']
12660174756,41636869653,41636869653,"['华为（HUAWEI） 麦芒6 ', '全网通 安卓智能移动联通电信4G', '全面屏nfc刷卡双摄 曜石黑']",['1038.00']
11974416424,32953430738,32953430734,"['Apple 苹果 iphone XR 4G', ' 双卡双待 黑色 全网通 128G']",['5398.00']
11991333339,32901296096,32901296096,"['Apple 苹果 iPhone Xs Max ', '【有白条分期免息版本供选择】 金色 全网通64G版']",['7598.00']
12798907178,43339105255,43339105254,"['【下单减200】黑莓（BlackBerry）KEY2 全键盘智能', ' 双卡双待 4G全网通 黑色 6GB+128GB']",['3999.00']
12701610542,42163110113,42163110110,"['小米9 SE 移动联通电信全网通4G 双卡双待 4800万超广角三摄 水滴全面屏 游戏智能拍照', ' 幻彩紫 6GB+128GB']",['2098.00']
13089264383,48144480991,48144480991,"['优思 US2移动联通4G', '军工三防直板老人', '超薄超长待机老年机按键卡片', '备用机学生', '儿童', ' 军绿色（移动联通4G版）']",['188.00']
11997109606,32976033024,32976033023,"['Apple 苹果iPhone XS ', ' 金色 全网通256GB']",['8379.00']
12620507945,41285779187,41285779187,"['捷语4G老人机移动联通4G老人老年 大字大声 双卡双待 大电池 4G', '学生', '卡片', '电霸男女款 红色-【移动联通3G4G】']",['188.00']
13061743445,47694908045,47694908038,"['OPPO Reno 珊瑚橙 新橙员-活力橙 全面屏拍照', ' 隐藏式摄像头4800万像素全网通双卡双待 极夜黑(6GB+256GB) 超值套装']",['2999.00']
11826076529,30689301999,30689301995,"['纽曼（Newman） A520卡通儿童', ' 移动联通学生迷你小', ' 粉色 移动版']",['62.00']
11585629412,47108621797,27590814038,"['soyes 索野7S 联通4g电信 全网通 卡片', ' 超薄 迷你智能机超小 学生儿童 袖珍', ' 全网通黑色3+32G 标配']",['568.00']
13042582702,47367188914,47367188914,"['小米 Redmi 红米 K20 ', ' 冰川蓝 6+64GB']",['1999.00']
11921395466,31940176487,31940176487,"['华为（HUAWEI） 荣耀Play 全网通4G 麒麟970 全面屏6.3英寸 娱乐拍照 智能', ' 极光蓝 全网通（4G+64G）']",['1498.00']
11620367286,30509264361,28010554329,"['小米（MI） 小米Max3 ', ' 黑色 全网通4G+64G']",['1399.00']
12540189261,40850510945,40850510945,"['铂爵（BIOJUET）V8 商务高端智能', ' 双系统 虹膜解锁 6+128GB 全网通4G 双卡双待 小牛皮雅典黑']",['9999.00']
12982011130,46338676137,46338676136,['海信（Hisense）金刚4500全新水滴屏 4500mAh大电量 智能机 全网通双卡双待4+64G 俊雅黑 4+64G(金刚4500)'],['799.00']
12107027737,34593406802,34593406802,"['华为（HUAWEI） 华为Mate20 RS 保时捷 ', '【赠无线充】 玄黑色 全网通（8G+512G）']",['12999.00']
11706825838,29019372869,29019227527,"['小米（MI） 红米6 老人智能', ' 樱花粉 全网通3G+32G']",['678.00']
12953867437,45992882042,45992882040,"['私人医生H1家用健康测量全面屏智能', '全网通4+64G 双卡双待老人老年', ' 4+64G黑色']",['2699.00']
11995603646,32955131050,32955131048,"['【已降200！】OPPO R17', '仅1999起+碎屏险+蓝牙耳机音箱 屏幕指纹解锁水滴屏拍照全网通 R17 流光蓝(6G+128G)']",['1999.00']
11539948161,27073225568,27073225566,"['华为（HUAWEI）荣耀畅玩7A ', ' 2G+32G 标准版 幻夜黑']",['718.00']
12126951404,34872428929,34872428929,['魅族（MEIZU） 魅族note8 曜黑 全网通 4GB+64GB'],['798.00']
12179610007,35673271428,35673271428,"['华为（HUAWEI） 畅享MAX ', '全网通 珍珠屏杜比全景声大电池 移动联通电信4G双卡双待 幻夜黑 4GB+128GB']",['1499.00']
10892662670,18595203992,18595203992,"['中兴（ZTE） A601 Blade 远航', ' 双卡双待 NFC BA601 智能', ' 金色 全网通4G 双卡(不带NFC)']",['395.00']
11850132371,31015087303,31015087303,"['飞利浦（PHILIPS）E186A 移动联通2G双卡双待 大字大音量 老人', '直板长待机学生备用机 亮丽橙']",['158.00']
12852830715,44162760622,44162760621,"['新品小米9 三摄拍照', ' 全网通4G双卡双待 水滴全面屏拍照骁龙855游戏智能', '【白条3期免息】 深空灰 8GB+128GB']",['3299.00']
11706825838,29019372869,29019227527,"['小米（MI） 红米6 老人智能', ' 樱花粉 全网通3G+32G']",['678.00']
12953867437,45992882042,45992882040,"['私人医生H1家用健康测量全面屏智能', '全网通4+64G 双卡双待老人老年', ' 4+64G黑色']",['2699.00']
11995603646,32955131050,32955131048,"['【已降200！】OPPO R17', '仅1999起+碎屏险+蓝牙耳机音箱 屏幕指纹解锁水滴屏拍照全网通 R17 流光蓝(6G+128G)']",['1999.00']
11539948161,27073225568,27073225566,"['华为（HUAWEI）荣耀畅玩7A ', ' 2G+32G 标准版 幻夜黑']",['718.00']
12126951404,34872428929,34872428929,['魅族（MEIZU） 魅族note8 曜黑 全网通 4GB+64GB'],['798.00']
12179610007,35673271428,35673271428,"['华为（HUAWEI） 畅享MAX ', '全网通 珍珠屏杜比全景声大电池 移动联通电信4G双卡双待 幻夜黑 4GB+128GB']",['1499.00']
10892662670,18595203992,18595203992,"['中兴（ZTE） A601 Blade 远航', ' 双卡双待 NFC BA601 智能', ' 金色 全网通4G 双卡(不带NFC)']",['395.00']
11850132371,31015087303,31015087303,"['飞利浦（PHILIPS）E186A 移动联通2G双卡双待 大字大音量 老人', '直板长待机学生备用机 亮丽橙']",['158.00']
12852830715,44162760622,44162760621,"['新品小米9 三摄拍照', ' 全网通4G双卡双待 水滴全面屏拍照骁龙855游戏智能', '【白条3期免息】 深空灰 8GB+128GB']",['3299.00']
12917291513,46118315931,45247538016,"['魅族16S ', '  骁龙855全面屏拍照游戏', ' 凝光白 全网通6G+128G']",['2699.00']
11685169441,29212415717,28754290079,"['小米（MI） 红米6 ', '7 流沙金 全网版（3GB+32GB）']",['659.00']
10384286673,12591525498,12591525497,"['【全新正品 现货速发】三星（SAMSUNG） Galaxy S8（SM-G9500）', ' 谜夜黑 全网通(4GB RAM+64GB ROM)标配']",['2349.00']
12100715785,34830646520,34830646518,"['华为（HUAWEI） Mate20 全面屏 ', '【白条免息+智能手环+多重豪礼】 宝石蓝 6GB+128GB【6期免息】']",['3999.00']
11625612764,28085279616,28085279610,"['Apple 苹果 iPhone 6s Plus 全网通4G智能', ' 银色 全网通 128G']",['2838.00']
11598842855,43034154324,27754649772,"['华为（HUAWEI） nova 3e 全网通4G 全面屏智能', ' 双卡双待 铂光金 (4G RAM+64G ROM)']",['1338.00']
11737201587,29447737163,29447737163,"['纽曼（Newman） L520 移动联通 超长待机 老人', ' 直板按键 老年', ' 学生备用功能机 儒雅黑']",['109.00']
12637737720,41459191492,41459191491,"['海信（Hisense） E600M移动4G版智能', ' 备用机 学生机 黑色 512M+4G移动版']",['149.00']
11944447583,32404989181,32250282020,"['【直降1000低至3999！6期免息】OPPO Find X', ' 双曲面全景屏 波尔多红（8G+128G）']",['3999.00']
11697163606,28901631302,28901631302,"['康佳（KONKA） U11 翻盖老人', '移动老人机 红色']",['148.00']
12518085617,39867997535,39867997535,"['360 Q5/Q5 plus（4G+128G）全网通4G大屏智能', ' 双卡双待 金色 Q5（4+128G）']",['969.00']
10525647226,13968872567,13968872563,"['BIHEE 百合 C30A CDMA电信 翻盖老人老年', ' 白色']",['209.00']
12577543118,40926527035,40671859806,"['华为荣耀畅玩8A 智能老人', ' 极光蓝 全网通（3G+32G）']",['779.00']
13090549224,48773730689,48280281658,"['小米红米Redmi K20Pro 全网通4G', ' 冰川蓝 8GB+256GB']",['3099.00']
10249098124,11532249372,11532249368,"['尼凯恩（neken）EN8 老人', '移动版超长待机男女款大屏大字大声直板按键学生双卡双待老年', ' 金色']",['89.00']
12296661507,37422966258,37422966256,"['华为（HUAWEI） 畅享8e 青春版 全面屏  全网通版4G 移动联通电信4G', ' 金色 2GB+32GB']",['599.00']
11973728474,32654681105,32654681103,"['OPPO A7x【已降300元到手1400起+送高保真耳机+碎屏险】指纹识别解锁', ' 全网通双卡双待 A7x 冰焰蓝(4G+128G)']",['1599.00']
10924904169,18956114277,18956114277,"['广信（KINGSUN） EF36 移动联通电信4G 双卡双待 老人学生智能', ' 金色 全网通1G+16G']",['398.00']
10615703530,39978376847,15121753687,"['迷你', '智能 全网通4g 电信卡片', ' 超薄 学生儿童', ' 超小袖珍 小屏智能机触屏微信QQ 全面屏全网通3+32G黑色']",['568.00']
1969549280,47347832530,47347832526,"['Apple 苹果 iPhone8 Plus 美版【有锁激活】移动联通4G 苹果', ' 深空灰 64GB 美版有锁']",['3788.00']
12512379336,39800941196,39800941192,"['华为（HUAWEI） 畅享9 高清珍珠屏 AI长续航 全网通标配版 移动联通电信4G', ' 珊瑚红 4GB+64GB']",['1199.00']
10615703530,39978376847,15121753687,"['迷你', '智能 全网通4g 电信卡片', ' 超薄 学生儿童', ' 超小袖珍 小屏智能机触屏微信QQ 全面屏全网通3+32G黑色']",['568.00']
1969549280,47347832530,47347832526,"['Apple 苹果 iPhone8 Plus 美版【有锁激活】移动联通4G 苹果', ' 深空灰 64GB 美版有锁']",['3788.00']
12512379336,39800941196,39800941192,"['华为（HUAWEI） 畅享9 高清珍珠屏 AI长续航 全网通标配版 移动联通电信4G', ' 珊瑚红 4GB+64GB']",['1199.00']
10936980769,27759981386,27759981386,"['华为（HUAWEI） 麦芒6 全面屏智能', ' 双卡双待 曜石黑 全网通（4+64）']",['1038.00']
12819188096,44072938015,43637657694,"['华为畅享9s', '【领券立减6期免息享豪礼】 幻夜黑色 （6期白条免息)全网通（4+128G）']",['1699.00']
13036914542,47274790644,47274790639,"['创星 XS超薄超小迷你卡片', '移动联通双卡双待人脸解锁袖珍学生男女备用网红个性智能', ' 彩色3+16 黑色 3+32']",['558.00']
11452412040,43294764439,26090366746,"['小米（MI） 小米 红米2、红米2A（note2） ', ' 4.7英寸 移动联通双4G 双卡双待 ', ' 红米2A深灰 移动4G（2GB+16GB）']",['538.00']
11924508510,36320159309,32056440196,"['华为（HUAWEI） 华为荣耀8X ', ' 魅焰红 全网通 4GB+64GB']",['1199.10']
13055635872,47593386434,47593386434,"['小米 红米Redmi  红米K20 ', ' 新品 碳纤黑 全网通(6G+64G)']",['1999.30']
10629017830,16579563292,15279966734,"['Apple 苹果  iPhone 8 plus ', ' 深空灰 全网通 64GB']",['4598.00']
12522434037,39913317343,39913317340,"['CONQUEST 征服 S12 户外三防智能数字模拟对讲', '双4G双VOLTE超长待机 红色 DMR数模对讲版']",['3688.00']
12664238255,41686254120,41686254118,"['华为（HUAWEI）华为 畅享9 Plus ', ' 全网通 幻夜黑 6GB+128GB']",['1799.00']
10624459367,15226679578,15226679577,"['索爱 Z5S 移动/联通  翻盖老人', ' 老年', '  翻盖接听 超长待机 金色']",['198.00']
13069503984,47817681505,47817648800,"['华为（HUAWEI） 荣耀V9 双卡双待 4G智能', ' 魅焰红 全网通 (6GB RAM+128GB ROM)']",['1738.00']
11678364590,28681630176,28681630174,"['优购（UooGou） F8 指纹面部双解锁 3GB+32GB 全网通4G 学生老人商务智能', ' 典雅白']",['439.00']
12280494419,37221316438,37221316433,"['小米8', '全面屏游戏全网通双卡双待', ' 蓝色 6G+128G']",['2599.00']
12739292348,42612553247,42612553247,"['三星 Galaxy S10【拍立减30元】（SM-G9730）【白条分期0首付免息】全网通4G', ' 碳晶黑 8GB+128GB']",['5999.00']
12404217054,38637005892,38637005892,"['Apple 苹果 iPhone8 Plus 全网通4G', ' 金色 64GB']",['4788.00']
12653476688,41850249331,41590569064,"['小米9 骁龙855 游戏', ' 幻彩蓝 全网通 8GB+128GB']",['3299.00']
10500757903,30160632854,30160632854,"['华为（HUAWEI） 华为nova2s', ' 全网通 （6G+64G）樱粉金']",['1638.00']
12825705261,44197108000,44197107999,"['华为（HUAWEI）畅享9S 全网通4G智能', '  千元旗舰 下单赠豪礼 幻夜黑 全网通（4G+128G）']",['1699.00']
12785344362,43151272142,43151272141,"['优惠200 华为（HUAWEI）畅享9 Plus ', ' 移动全网通 幻夜黑 4G+128G']",['1499.00']
11529382630,34308149168,26939331315,"['华为（HUAWEI） nova3e 全面屏', ' 移动全网通 铂光金（4G+64G）']",['1298.00']
12672829887,41859075462,41853274344,"['小米 小米9SE ', ' 幻彩蓝 (6G RAM + 128G ROM)']",['2058.00']
12091890355,38133077249,21233662915,"['华为（HUAWEI） 荣耀 8 ', ' 荣耀8X 智能', ' 畅玩8C 荣耀8X MAX 全网通4G 荣耀8X 幻夜黑 4GB+64GB']",['1199.00']
12189939841,36196117530,34359160692,"['【赠华为照片打印机】三星 Galaxy A9s (SM- A9200) 拍照游戏', ' 柠沁蓝 全网通(6G+128G)']",['2199.00']
12145007547,35827551110,35827551109,"['华为（HUAWEI） 畅享7S 全面屏 4G智能', ' 双卡双待 全网通4G移动联通电信4G 金色 全网通4+64']",['899.00']
11228574520,43528452371,35140717744,"['【6G低至1999！3期免息】OPPO R17拍照游戏', ' 屏幕指纹 128G大内存 霓光紫（8G+128G） 全网通 双卡双待']",['2499.00']
12603721222,23195966690,23195966690,"['华为（HUAWEI） 畅享6S 移动联通电信全网通4G', '（3G+32G）智能老人', ' 双卡双待 金色 公开全网通']",['665.00']
12785344362,43151272142,43151272141,"['优惠200 华为（HUAWEI）畅享9 Plus ', ' 移动全网通 幻夜黑 4G+128G']",['1499.00']
11529382630,34308149168,26939331315,"['华为（HUAWEI） nova3e 全面屏', ' 移动全网通 铂光金（4G+64G）']",['1298.00']
12672829887,41859075462,41853274344,"['小米 小米9SE ', ' 幻彩蓝 (6G RAM + 128G ROM)']",['2058.00']
12091890355,38133077249,21233662915,"['华为（HUAWEI） 荣耀 8 ', ' 荣耀8X 智能', ' 畅玩8C 荣耀8X MAX 全网通4G 荣耀8X 幻夜黑 4GB+64GB']",['1199.00']
12189939841,36196117530,34359160692,"['【赠华为照片打印机】三星 Galaxy A9s (SM- A9200) 拍照游戏', ' 柠沁蓝 全网通(6G+128G)']",['2199.00']
12145007547,35827551110,35827551109,"['华为（HUAWEI） 畅享7S 全面屏 4G智能', ' 双卡双待 全网通4G移动联通电信4G 金色 全网通4+64']",['899.00']
11228574520,43528452371,35140717744,"['【6G低至1999！3期免息】OPPO R17拍照游戏', ' 屏幕指纹 128G大内存 霓光紫（8G+128G） 全网通 双卡双待']",['2499.00']
12603721222,23195966690,23195966690,"['华为（HUAWEI） 畅享6S 移动联通电信全网通4G', '（3G+32G）智能老人', ' 双卡双待 金色 公开全网通']",['665.00']
12944052291,41050980066,41050980062,"['小米 红米Redmi Note7 移动联通电信全网通4G 水滴全面屏拍照游戏“小金刚”智能老年', ' 梦幻蓝 4GB+64GB']",['1186.00']
11836923765,45722610764,45722610760,"['华为 荣耀20i【赠5重豪礼】', ' 全网通6GB+256GB 幻夜黑 官方标准版']",['2199.00']
12750998117,30834295720,30834295720,"['CONQUEST 征服 S9 对讲二类本质安全型工业级T5石油燃气化工厂三防智能防爆', ' 黄色']",['5988.00']
12734461136,42743865275,42743865275,"['华为（HUAWEI） 畅享9 移动4G+全网通 ', ' 幻夜黑 4GB+64GB']",['1198.00']
12104798983,42552649595,42552649595,"['小米 红米Redmi 红米Note7Pro ', ' 亮黑色 全网通6G+128G']",['1498.00']
11852620931,34557385847,34557385845,"['OPPO r17 pro 全面屏', ' 【至高立减300+分期免息+购机豪礼】 屏下指纹 双卡双待', ' 6G+128G凝光绿 全网通']",['2699.00']
11752228528,31261488548,31047824711,"['魅族16th Plus ', ' 静夜黑 全网通 8GB+128GB']",['2479.00']
1242749560,29652821447,29652821442,"['华为（HUAWEI） 荣耀7A 畅玩7A', ' 全网通4G 幻夜黑 全网通(2GB 32GB)']",['659.00']
12677323563,1466278167,1466278167,"['MANN ZUG 5SQ 全网通智能机 三防', ' 移动联通电信4G', ' 大屏大电量NFC', '双卡双待 雪花银 2GB+16GB']",['999.00']
11445505832,43900475011,41840823082,"['小米9 骁龙855 游戏', ' 透明版 全网通8G+256G']",['3488.00']
12756062963,26018985452,26018985452,"['APPLE苹果 iPhone 8 plus 全网通4G', ' 金色（64G）']",['4528.00']
12660085106,43303888946,43303888945,"['华为nova4e ', ' 幻夜黑 全网通(6G+128G)']",['1848.00']
11547017396,41675104247,41675104240,"['华为（HUAWEI） 荣耀 畅玩7X 全面屏', ' 双卡双待 全面屏指纹识别全网通4G移动联通电信 极光蓝 4+64GB']",['1038.00']
11566624098,32974226709,28977910765,"['华为（HUAWEI） 荣耀Play 游戏', ' 幻夜黑 全网通6G+128G']",['1899.00']
12763340543,27395395663,27395395662,"['华为荣耀10 ', 'GT游戏加速 幻影蓝 升级GT版 全网通 6GB+128GB']",['1949.00']
10999475309,42891506757,42891506757,"['【三星官方直供店】三星 A9 Star (SM-G8850) 全面屏', '【白条免息送多重好礼】 极夜黑 全网通(4GB+64GB)']",['1558.00']
12022447066,20045977712,20045439282,"['华为Mate20 Pro ', '【6期免息/下单立减/赠原装座充】 翡冷翠 全网通6GB+128GB']",['4899.10']
12969770452,48032882282,33341755110,"['华为（HUAWEI）荣耀 畅玩7 全面屏智能老人', ' 黑色 公开全网通(2GB+16GB)']",['498.00']
11518348230,46138216461,46138216460,"['OPPO Reno 10倍变焦版【赠灯光音箱】隐藏式摄像头游戏拍照全景屏 高通骁龙855 ', ' 10倍变焦版 极夜黑 6G+128G 官网标配']",['3999.00']
11996153589,28227761897,26809753925,"['魅族（MEIZU） 魅蓝E3 全面屏', ' 香槟金 全网通(6G+64G)']",['1276.00']
12236811365,32962174094,32962174090,"['Apple 苹果 iPhone XR (A2108) 全网通4G', ' 双卡双待 黑色 128GB']",['5368.00']
11518348230,28227761897,26809753925,"['魅族（MEIZU） 魅蓝E3 全面屏', ' 香槟金 全网通(6G+64G)']",['1276.00']
11996153589,32962174094,32962174090,"['Apple 苹果 iPhone XR (A2108) 全网通4G', ' 双卡双待 黑色 128GB']",['5368.00']
12236811365,36534793650,36534793649,"['华为（HUAWEI） 华为Mate10 ', ' 全网通4G 移动联通电信4G', ' 亮黑色 全网通(6GB+128GB)高配版']",['2698.00']
12185192681,40000408757,35755210463,"['努比亚（nubia） 努比亚X 双面屏', ' 海光蓝 全网通(8+128G)']",['2399.00']
12081294555,34207962580,34207962580,"['BIHEE 百合 A16 4G全网通移动联通电信老人机双卡双待智能老年', ' 金色']",['269.00']
11883105169,32212932821,31433421547,"['OPPO R17', '【8G版优惠500仅2499】3期免息 半年碎屏险 屏下指纹', ' 霓光紫（8G+128G）套装版']",['2499.00']
11703902997,28981536536,28981536536,"['【华为直供店】华为（HUAWEI） 华为畅享8e青春版', ' 蓝色 2G+32G']",['639.00']
12649751476,41539037318,41539037318,"['华为（HUAWEI） 荣耀畅玩7 ', ' 金色（2G+16G）']",['496.00']
10495908151,20349124504,18167462084,"['华为（HUAWEI）华为Mate10', ' 香槟金 全网通(4G+64G)']",['2399.00']
12508554125,39760550216,39760550215,"['詹姆士 (GEMRY) S100 全网通4G 高端轻奢商务智能', ' 纯金logo 双卡双待 玫瑰金黑色']",['4999.00']
11602026812,27795005878,27795005877,"['金立（Gionee） M7 全面屏 6G+64G 全网通4G 智能', ' 双卡双待 香槟金']",['1499.00']
12207485590,36101344193,36101344192,"['易百年 Ez618F直板老人', '联通4G省流量按键老人机超长待机 黑']",['299.00']
11812533734,42335725522,30506188033,"['联想（Lenovo） 联想 A5 ', ' 螺黛黑 全网通 3GB+32GB']",['546.00']
11917264061,42759220644,31884900375,"['360 ', ' n7 pro 全网通 6GB+64GB 玛瑙黑 移动联通电信4G', ' 双卡双待 360 n6 pro全网通 6+64G 黑色']",['1699.00']
11703199934,28971944273,28971944268,"['华为（HUAWEI） 荣耀 V9 play ', ' 移动联通电信4G  双卡双待 极光蓝 全网通4G(4G+32G)高配']",['899.00']
10324683416,12287592257,12287592256,"['海尔（Haier） M360 老人', ' 移动联通 功能备用学生机 老年人 直板按键 带 座充 富贵红 官方标配']",['198.00']
12038339250,34156132890,34156132889,"['OPPO K1【下单立减100低至1099+碎屏险+晒单礼】移动联通电信4G 双卡双待', ' 水滴屏 摩卡红 4G+64G 官方标配']",['1199.00']
11991219334,32948113297,32899792275,"['Apple iPhone XS (A2100)  移动联通电信4G', ' 白条3期免息 深空灰色 64GB']",['7499.00']
12873068897,44504243892,44504243892,"['飞利浦E279  极速灰  老人', ' 2G移动  超长待机直板按键老人机学生备用老年', '功能机']",['198.00']
11765186385,29824260540,29814261453,"['Mate9 智能双摄 双卡双待', ' NFC闪付 曜石黑 全网通 4G+64G']",['1428.00']
12913507479,45949557747,45949557744,"['华为（HUAWEI）荣耀20i 全网通版移动联通4G 超广角三摄全面屏AI智能', ' 渐变红 (6G RAM+64G ROM)']",['1499.00']
12024955686,43623589678,33404644259,"['【送原装耳机+碎屏险】 华为（HUAWEI）荣耀畅玩8A 移动联通电信全网通4G 老人', ' 双卡双待 魅焰红 3G+32G']",['779.00']
11082433999,22864675217,22864675206,"['华为（HUAWEI）华为畅享9 ', ' 幻夜黑 全网通(4G RAM +64G ROM)']",['1199.00']
12796685645,43308381188,43308381187,"['【三星官方直供店】三星 w2019 高端翻盖商务智能', '【白条免息】 尊铂典藏版（6GB+256GB） 标配']",['11466.00']
13107858387,48749765397,48749765397,"['【限时12期免息+直降300元低至2799】OPPO Reno全景屏拍照', ' 4800W超清像素 珊瑚橙（6G+256G） 全网通']",['2999.00']
11992002625,32909199684,32909199683,"['华为麦芒7 ', ' 魅海蓝 全网通(6G+64G)']",['1499.00']
12399667176,38795872242,38795872242,"['诺亚信（NOAIN） X16 移动联通电信4G按键智能', ' 大字体大声音超长待机老人智能', ' 黑+金']",['359.00']
12831534349,43817230664,43817230662,"['魅族 Note9 全面屏游戏拍照', '  双卡双待 幻黑 全网通（4GB+128GB）']",['1288.00']
11036390874,20458515724,20458515723,"['美图（meitu） Meitu 美图V6', '  自拍美颜 双卡双待 全网通 墨尔本绿']",['1799.00']
12081356904,35613872033,34208745716,"['魅族（MEIZU） 魅族16X 全面屏 屏下指纹', ' 双卡双待 烟晶紫 6G+128G']",['1598.00']
12024955686,43623589678,33404644259,"['【送原装耳机+碎屏险】 华为（HUAWEI）荣耀畅玩8A 移动联通电信全网通4G 老人', ' 双卡双待 魅焰红 3G+32G']",['779.00']
11082433999,22864675217,22864675206,"['华为（HUAWEI）华为畅享9 ', ' 幻夜黑 全网通(4G RAM +64G ROM)']",['1199.00']
12796685645,43308381188,43308381187,"['【三星官方直供店】三星 w2019 高端翻盖商务智能', '【白条免息】 尊铂典藏版（6GB+256GB） 标配']",['11466.00']
13107858387,48749765397,48749765397,"['【限时12期免息+直降300元低至2799】OPPO Reno全景屏拍照', ' 4800W超清像素 珊瑚橙（6G+256G） 全网通']",['2999.00']
11992002625,32909199684,32909199683,"['华为麦芒7 ', ' 魅海蓝 全网通(6G+64G)']",['1499.00']
12399667176,38795872242,38795872242,"['诺亚信（NOAIN） X16 移动联通电信4G按键智能', ' 大字体大声音超长待机老人智能', ' 黑+金']",['359.00']
12831534349,43817230664,43817230662,"['魅族 Note9 全面屏游戏拍照', '  双卡双待 幻黑 全网通（4GB+128GB）']",['1288.00']
11036390874,20458515724,20458515723,"['美图（meitu） Meitu 美图V6', '  自拍美颜 双卡双待 全网通 墨尔本绿']",['1799.00']
12081356904,35613872033,34208745716,"['魅族（MEIZU） 魅族16X 全面屏 屏下指纹', ' 双卡双待 烟晶紫 6G+128G']",['1598.00']
12390292819,41331248955,38492605402,"['华为（HUAWEI） 【千玺代言】 华为新品  nova4  极点全面屏 ', ' 贝母白 4800万超广角三摄 8GB+128GB']",['2788.00']
12933279535,45539716147,45539716146,"['ATMAN XS 迷你智能', ' 全网通4G 移动联通/电信VOLTE 超薄屏幕安卓学生卡片备用小', ' 炫彩色 尊享版(3+32G)']",['558.00']
12020184674,33308265013,33308265008,"['【12期免息】华为（HUAWEI）【直降400】 Nova3i ', ' 蓝楹紫 6GB+128GB【免息版】']",['1999.00']
11885095351,31460778982,31460778982,"['8848 钛金', 'M5巅峰版智能商务加密轻奢', '双卡双待全网通4G 8核256G内存 黑色']",['16999.00']
12261530461,36935747508,36935747508,"['海信（Hisense） M30 全网通4G 智能', '  双卡双待 支持移动4G/电信4G/联通4G 白色 1G RAM+8G ROM']",['299.00']
